idx,smiles,count
bide-uc-231,COc1ccc2cc(C=O)ccc2c1,1
bide-uc-2596,O=Cc1ccc(O)cc1OC(F)(F)F,1
bide-uc-907,O=Cc1ccc2c(c1)OC(F)(F)O2,1
bide-uc-4739,O=CCC1CCCCC1,1
bide-uc-4491,COc1cc(Cl)cc(C=O)c1O,1
bide-uc-4704,Cn1cc(C=O)c(C(F)(F)F)n1,1
bide-uc-4812,CN1CCCc2cc(C=O)ccc21,1
bide-uc-4431,O=Cc1ccc(N2CCOCC2)c(F)c1,1
bide-uc-2033,Cn1nc(C(F)(F)F)c(C=O)c1Cl,1
bide-uc-1154,COc1ccc(C=O)c2ccccc12,1
bide-uc-2174,O=Cc1ccc(N2CCOCC2)cc1Cl,1
bide-uc-1715,O=Cc1cccc2c1OC(F)(F)O2,1
